pair_id,small_recipe_id,large_recipe_id,group_type,cooking_method,ingredient_name,role,derived_category,N,base,Y,unit,ratio,log_ratio,log_N,composite_score
A1899_LS_A0179,A1899,LS_A0179,습열,끓이기,양배추,sub,,100,30.0,3000.0,g,1.0,0.0,4.605170185988092,0.7375
A1899_LS_A0179,A1899,LS_A0179,습열,끓이기,쌀,main,,100,90.0,12000.0,g,1.3333333333333333,0.28768207245178085,4.605170185988092,0.7375
A1899_LS_A0179,A1899,LS_A0179,습열,끓이기,소고기,main,,100,65.0,2000.0,g,0.3076923076923077,-1.1786549963416462,4.605170185988092,0.7375
A1899_LS_A0179,A1899,LS_A0179,습열,끓이기,멸치,sub,,100,2.0,300.0,g,1.5,0.4054651081081644,4.605170185988092,0.7375
A1899_LS_A0179,A1899,LS_A0179,습열,끓이기,마늘,seasoning,,100,1.0,200.0,g,2.0,0.6931471805599453,4.605170185988092,0.7375
A1899_LS_A0179,A1899,LS_A0179,습열,끓이기,대파,sub,,100,5.0,1000.0,g,2.0,0.6931471805599453,4.605170185988092,0.7375
A1899_LS_A0179,A1899,LS_A0179,습열,끓이기,당근,sub,,100,10.0,1000.0,g,1.0,0.0,4.605170185988092,0.7375
A1899_LS_A0179,A1899,LS_A0179,습열,끓이기,간장,seasoning,,100,5.0,200.0,g,0.4,-0.916290731874155,4.605170185988092,0.7375
A1838_LS_A0265,A1838,LS_A0265,습열,끓이기(삶기),찹쌀,sub,,100,30.0,1000.0,g,0.3333333333333333,-1.0986122886681098,4.605170185988092,0.7354
A0847_LS_A0081,A0847,LS_A0081,습열,끓이기,닭고기,main,,100,90.0,21000.0,g,2.3333333333333335,0.8472978603872037,4.605170185988092,0.7354
A0847_LS_A0081,A0847,LS_A0081,습열,끓이기,대파,sub,,100,15.0,675.0,g,0.45,-0.7985076962177716,4.605170185988092,0.7354
A0847_LS_A0081,A0847,LS_A0081,습열,끓이기,마늘,seasoning,,100,5.0,330.0,g,0.66,-0.4155154439616658,4.605170185988092,0.7354
A0847_LS_A0081,A0847,LS_A0081,습열,끓이기,물,sub,water_base,100,600.0,50000.0,g,0.8333333333333334,-0.1823215567939546,4.605170185988092,0.7354
A1838_LS_A0265,A1838,LS_A0265,습열,끓이기(삶기),대추,sub,,100,5.0,1000.0,g,2.0,0.6931471805599453,4.605170185988092,0.7354
A1838_LS_A0265,A1838,LS_A0265,습열,끓이기(삶기),인삼,sub,,100,2.5,300.0,g,1.2,0.1823215567939546,4.605170185988092,0.7354
A1189_LS_A0302,A1189,LS_A0302,건열,볶기,양파,sub,,100,30.0,1500.0,g,0.5,-0.6931471805599453,4.605170185988092,0.731
A1189_LS_A0302,A1189,LS_A0302,건열,볶기,참깨,seasoning,,100,0.5,70.0,g,1.4,0.3364722366212129,4.605170185988092,0.731
A1189_LS_A0302,A1189,LS_A0302,건열,볶기,가지,main,,100,60.0,8000.0,g,1.3333333333333333,0.28768207245178085,4.605170185988092,0.731
A1189_LS_A0302,A1189,LS_A0302,건열,볶기,식용유,seasoning,oil_fat,100,3.0,500.0,g,1.6666666666666667,0.5108256237659907,4.605170185988092,0.731
A1715_LS_A0351,A1715,LS_A0351,비가열,무치기,마늘,seasoning,,100,1.0,300.0,g,3.0,1.0986122886681098,4.605170185988092,0.7286
A0740_LS_A0224,A0740,LS_A0224,습열,끓이기(삶기),홍고추,sub,,100,1.0,300.0,g,3.0,1.0986122886681098,4.605170185988092,0.7236
A0740_LS_A0224,A0740,LS_A0224,습열,끓이기(삶기),마늘,seasoning,,100,1.0,150.0,g,1.5,0.4054651081081644,4.605170185988092,0.7236
A0740_LS_A0224,A0740,LS_A0224,습열,끓이기(삶기),두부,sub,,100,20.0,5000.0,g,2.5,0.9162907318741551,4.605170185988092,0.7236
A0740_LS_A0224,A0740,LS_A0224,습열,끓이기(삶기),굴,main,,100,20.0,3000.0,g,1.5,0.4054651081081644,4.605170185988092,0.7236
A1181_LS_A0534,A1181,LS_A0534,습열,졸이기(조리기),생강,seasoning,,100,0.5,100.0,g,2.0,0.6931471805599453,4.605170185988092,0.7222
A1181_LS_A0534,A1181,LS_A0534,습열,졸이기(조리기),청주,seasoning,,100,1.0,200.0,g,2.0,0.6931471805599453,4.605170185988092,0.7222
A1665_LS_A0296,A1665,LS_A0296,건열,볶기,식용유,seasoning,oil_fat,100,1.0,200.0,g,2.0,0.6931471805599453,4.605170185988092,0.7221
A1665_LS_A0296,A1665,LS_A0296,건열,볶기,설탕,seasoning,,100,1.0,200.0,g,2.0,0.6931471805599453,4.605170185988092,0.7221
A1665_LS_A0296,A1665,LS_A0296,건열,볶기,생강,seasoning,,100,0.5,30.0,g,0.6,-0.5108256237659907,4.605170185988092,0.7221
A1665_LS_A0296,A1665,LS_A0296,건열,볶기,멸치,main,,100,20.0,800.0,g,0.4,-0.916290731874155,4.605170185988092,0.7221
A1665_LS_A0296,A1665,LS_A0296,건열,볶기,마늘,seasoning,,100,1.0,80.0,g,0.8,-0.2231435513142097,4.605170185988092,0.7221
A1665_LS_A0296,A1665,LS_A0296,건열,볶기,간장,seasoning,,100,3.0,200.0,g,0.6666666666666666,-0.40546510810816444,4.605170185988092,0.7221
A1504_LS_A0266,A1504,LS_A0266,습열,끓이기(삶기),고춧가루,seasoning,,100,1.0,200.0,g,2.0,0.6931471805599453,4.605170185988092,0.7214
A1504_LS_A0266,A1504,LS_A0266,습열,끓이기(삶기),양파,sub,,100,5.0,1000.0,g,2.0,0.6931471805599453,4.605170185988092,0.7214
A1504_LS_A0266,A1504,LS_A0266,습열,끓이기(삶기),마늘,seasoning,,100,1.0,100.0,g,1.0,0.0,4.605170185988092,0.7214
A1504_LS_A0266,A1504,LS_A0266,습열,끓이기(삶기),두부,sub,,100,20.0,3000.0,g,1.5,0.4054651081081644,4.605170185988092,0.7214
A1504_LS_A0266,A1504,LS_A0266,습열,끓이기(삶기),돼지고기,main,,100,10.0,2500.0,g,2.5,0.9162907318741551,4.605170185988092,0.7214
A1504_LS_A0266,A1504,LS_A0266,습열,끓이기(삶기),대파,sub,,100,5.0,400.0,g,0.8,-0.2231435513142097,4.605170185988092,0.7214
A1328_LS_A0234,A1328,LS_A0234,습열,끓이기(삶기),된장,seasoning,,100,10.0,1000.0,g,1.0,0.0,4.605170185988092,0.7207
A1328_LS_A0234,A1328,LS_A0234,습열,끓이기(삶기),근대,main,,100,40.0,7000.0,g,1.75,0.5596157879354227,4.605170185988092,0.7207
A1295_LS_A0320,A1295,LS_A0320,건열,볶기,생강,seasoning,,100,0.5,50.0,g,1.0,0.0,4.605170185988092,0.7207
A1295_LS_A0320,A1295,LS_A0320,건열,볶기,마늘,seasoning,,100,1.0,100.0,g,1.0,0.0,4.605170185988092,0.7207
A2357_LS_A0276,A2357,LS_A0276,습열,끓이기(삶기),멸치,sub,,100,2.0,500.0,g,2.5,0.9162907318741551,4.605170185988092,0.72
A2357_LS_A0276,A2357,LS_A0276,습열,끓이기(삶기),호박,sub,,100,30.0,4000.0,g,1.3333333333333333,0.28768207245178085,4.605170185988092,0.72
A2357_LS_A0276,A2357,LS_A0276,습열,끓이기(삶기),마늘,seasoning,,100,1.0,200.0,g,2.0,0.6931471805599453,4.605170185988092,0.72
A2357_LS_A0276,A2357,LS_A0276,습열,끓이기(삶기),두부,sub,,100,20.0,5000.0,g,2.5,0.9162907318741551,4.605170185988092,0.72
A2357_LS_A0276,A2357,LS_A0276,습열,끓이기(삶기),된장,seasoning,,100,15.0,1500.0,g,1.0,0.0,4.605170185988092,0.72
A2357_LS_A0276,A2357,LS_A0276,습열,끓이기(삶기),대파,sub,,100,5.0,300.0,g,0.6,-0.5108256237659907,4.605170185988092,0.72
A2249_LS_A0184,A2249,LS_A0184,습열,끓이기,양파,sub,,100,10.0,3000.0,g,3.0,1.0986122886681098,4.605170185988092,0.7198
A2249_LS_A0184,A2249,LS_A0184,습열,끓이기,쌀,main,,100,100.0,12000.0,g,1.2,0.1823215567939546,4.605170185988092,0.7198
A2249_LS_A0184,A2249,LS_A0184,습열,끓이기,당근,sub,,100,10.0,2000.0,g,2.0,0.6931471805599453,4.605170185988092,0.7198
A2249_LS_A0184,A2249,LS_A0184,습열,끓이기,감자,sub,,100,30.0,4000.0,g,1.3333333333333333,0.28768207245178085,4.605170185988092,0.7198
A1400_LS_A0311,A1400,LS_A0311,건열,볶기,식용유,seasoning,oil_fat,100,5.0,500.0,g,1.0,0.0,4.605170185988092,0.7182
A1400_LS_A0311,A1400,LS_A0311,건열,볶기,느타리버섯,main,,100,40.0,5000.0,g,1.25,0.22314355131420976,4.605170185988092,0.7182
A1940_LS_A0383,A1940,LS_A0383,비가열,무치기,마늘,seasoning,,100,1.0,200.0,g,2.0,0.6931471805599453,4.605170185988092,0.7182
A1400_LS_A0311,A1400,LS_A0311,건열,볶기,당근,sub,,100,10.0,1000.0,g,1.0,0.0,4.605170185988092,0.7182
A1281_LS_A0098,A1281,LS_A0098,습열,졸이기,고등어,main,,120,60.0,11000.0,g,1.5277777777777777,0.42381424677636087,4.787491742782046,0.7172
A1281_LS_A0098,A1281,LS_A0098,습열,졸이기,대파,sub,,120,5.0,500.0,g,0.8333333333333334,-0.1823215567939546,4.787491742782046,0.7172
A1281_LS_A0098,A1281,LS_A0098,습열,졸이기,무,sub,,120,40.0,6700.0,g,1.3958333333333333,0.3334916084830751,4.787491742782046,0.7172
A1281_LS_A0098,A1281,LS_A0098,습열,졸이기,생강,seasoning,,120,0.5,70.0,g,1.1666666666666667,0.15415067982725836,4.787491742782046,0.7172
A2140_LS_A0227,A2140,LS_A0227,습열,끓이기(삶기),간장,seasoning,,100,1.0,200.0,g,2.0,0.6931471805599453,4.605170185988092,0.7171
A2140_LS_A0227,A2140,LS_A0227,습열,끓이기(삶기),다시마,sub,,100,1.0,200.0,g,2.0,0.6931471805599453,4.605170185988092,0.7171
A2140_LS_A0227,A2140,LS_A0227,습열,끓이기(삶기),두부,main,,100,35.0,5000.0,g,1.4285714285714286,0.3566749439387324,4.605170185988092,0.7171
A2140_LS_A0227,A2140,LS_A0227,습열,끓이기(삶기),마늘,seasoning,,100,1.0,100.0,g,1.0,0.0,4.605170185988092,0.7171
A2140_LS_A0227,A2140,LS_A0227,습열,끓이기(삶기),멸치,sub,,100,2.0,300.0,g,1.5,0.4054651081081644,4.605170185988092,0.7171
A2140_LS_A0227,A2140,LS_A0227,습열,끓이기(삶기),유부,sub,,100,7.0,500.0,g,0.7142857142857143,-0.3364722366212129,4.605170185988092,0.7171
A1931_LS_A0270,A1931,LS_A0270,습열,끓이기(삶기),순두부,main,,100,60.0,15000.0,g,2.5,0.9162907318741551,4.605170185988092,0.7133
A1931_LS_A0270,A1931,LS_A0270,습열,끓이기(삶기),양파,sub,,100,10.0,3000.0,g,3.0,1.0986122886681098,4.605170185988092,0.7133
A1931_LS_A0270,A1931,LS_A0270,습열,끓이기(삶기),마늘,seasoning,,100,1.0,300.0,g,3.0,1.0986122886681098,4.605170185988092,0.7133
A1931_LS_A0270,A1931,LS_A0270,습열,끓이기(삶기),고춧가루,seasoning,,100,1.0,200.0,g,2.0,0.6931471805599453,4.605170185988092,0.7133
A1931_LS_A0270,A1931,LS_A0270,습열,끓이기(삶기),대파,sub,,100,5.0,500.0,g,1.0,0.0,4.605170185988092,0.7133
A1931_LS_A0270,A1931,LS_A0270,습열,끓이기(삶기),조개살,main,,100,10.0,1000.0,g,1.0,0.0,4.605170185988092,0.7133
A1877_LS_A0377,A1877,LS_A0377,비가열,무치기,고춧가루,sub,,100,10.0,300.0,g,0.3,-1.2039728043259361,4.605170185988092,0.7098
A1877_LS_A0377,A1877,LS_A0377,비가열,무치기,마늘,seasoning,,100,5.0,120.0,g,0.24,-1.4271163556401458,4.605170185988092,0.7098
A1877_LS_A0377,A1877,LS_A0377,비가열,무치기,생강,seasoning,,100,2.0,60.0,g,0.3,-1.2039728043259361,4.605170185988092,0.7098
A1624_LS_A0344,A1624,LS_A0344,비가열,무치기,참기름,seasoning,oil_fat,100,1.0,100.0,g,1.0,0.0,4.605170185988092,0.7096
A1624_LS_A0344,A1624,LS_A0344,비가열,무치기,고추장,sub,,100,5.0,500.0,g,1.0,0.0,4.605170185988092,0.7096
A1624_LS_A0344,A1624,LS_A0344,비가열,무치기,물엿,seasoning,,100,2.0,400.0,g,2.0,0.6931471805599453,4.605170185988092,0.7096
A1624_LS_A0344,A1624,LS_A0344,비가열,무치기,설탕,seasoning,,100,1.0,150.0,g,1.5,0.4054651081081644,4.605170185988092,0.7096
A1624_LS_A0344,A1624,LS_A0344,비가열,무치기,마늘,seasoning,,100,1.0,100.0,g,1.0,0.0,4.605170185988092,0.7096
A1037_LS_A0447,A1037,LS_A0447,건열,굽기,소금,seasoning,,100,0.2,50.0,g,2.5,0.9162907318741551,4.605170185988092,0.7057
A1037_LS_A0447,A1037,LS_A0447,건열,굽기,식용유,sub,oil_fat,100,10.0,2000.0,g,2.0,0.6931471805599453,4.605170185988092,0.7057
A1037_LS_A0447,A1037,LS_A0447,건열,굽기,물,sub,water_base,100,10.0,2500.0,g,2.5,0.9162907318741551,4.605170185988092,0.7057
A1037_LS_A0447,A1037,LS_A0447,건열,굽기,밀가루,sub,,100,50.0,1000.0,g,0.2,-1.6094379124341003,4.605170185988092,0.7057
A1320_LS_A0459,A1320,LS_A0459,건열,굽기,부침가루,sub,,100,15.0,1000.0,g,0.6666666666666666,-0.40546510810816444,4.605170185988092,0.7048
A1650_LS_A0346,A1650,LS_A0346,습열,끓이기(삶기),멸치,sub,,100,2.0,120.0,g,0.6,-0.5108256237659907,4.605170185988092,0.7043
A1377_LS_A0298,A1377,LS_A0298,건열,볶기,양파,sub,,100,10.0,2000.0,g,2.0,0.6931471805599453,4.605170185988092,0.7043
A1650_LS_A0346,A1650,LS_A0346,습열,끓이기(삶기),다시마,sub,,100,1.0,100.0,g,1.0,0.0,4.605170185988092,0.7043
A1377_LS_A0298,A1377,LS_A0298,건열,볶기,낙지,main,,100,60.0,10000.0,g,1.6666666666666667,0.5108256237659907,4.605170185988092,0.7043
A1650_LS_A0346,A1650,LS_A0346,습열,끓이기(삶기),가쓰오부시,sub,,100,2.0,150.0,g,0.75,-0.2876820724517809,4.605170185988092,0.7043
A1480_LS_A0337,A1480,LS_A0337,비가열,무치기,간장,seasoning,,100,3.0,500.0,g,1.6666666666666667,0.5108256237659907,4.605170185988092,0.7029
A1480_LS_A0337,A1480,LS_A0337,비가열,무치기,고춧가루,sub,,100,1.0,50.0,g,0.5,-0.6931471805599453,4.605170185988092,0.7029
A1480_LS_A0337,A1480,LS_A0337,비가열,무치기,마늘,seasoning,,100,1.0,100.0,g,1.0,0.0,4.605170185988092,0.7029
A1480_LS_A0337,A1480,LS_A0337,비가열,무치기,설탕,seasoning,,100,0.5,50.0,g,1.0,0.0,4.605170185988092,0.7029
A1480_LS_A0337,A1480,LS_A0337,비가열,무치기,참기름,seasoning,oil_fat,100,1.0,100.0,g,1.0,0.0,4.605170185988092,0.7029
A2231_LS_A0278,A2231,LS_A0278,습열,끓이기(삶기),대파,sub,,100,5.0,500.0,g,1.0,0.0,4.605170185988092,0.7015
A2231_LS_A0278,A2231,LS_A0278,습열,끓이기(삶기),청국장,seasoning,,100,10.0,2000.0,g,2.0,0.6931471805599453,4.605170185988092,0.7015
A1977_LS_A0232,A1977,LS_A0232,습열,끓이기(삶기),아욱,main,,100,40.0,7000.0,g,1.75,0.5596157879354227,4.605170185988092,0.7
A1977_LS_A0232,A1977,LS_A0232,습열,끓이기(삶기),된장,seasoning,,100,5.0,1200.0,g,2.4,0.8754687373538999,4.605170185988092,0.7
A2151_LS_A0500,A2151,LS_A0500,습열,찌기,고등어,main,,100,70.0,12000.0,g,1.7142857142857142,0.5389965007326869,4.605170185988092,0.7
A1517_LS_A0549,A1517,LS_A0549,습열,졸이기(조리기),참기름,seasoning,oil_fat,100,1.0,60.0,g,0.6,-0.5108256237659907,4.605170185988092,0.698
A1801_LS_A0218,A1801,LS_A0218,습열,끓이기,대파,sub,,100,5.0,500.0,g,1.0,0.0,4.605170185988092,0.698
A1801_LS_A0218,A1801,LS_A0218,습열,끓이기,마늘,seasoning,,100,1.0,100.0,g,1.0,0.0,4.605170185988092,0.698
A1801_LS_A0218,A1801,LS_A0218,습열,끓이기,콩나물,main,water_base,100,30.0,5000.0,g,1.6666666666666667,0.5108256237659907,4.605170185988092,0.698
A1801_LS_A0218,A1801,LS_A0218,습열,끓이기,참기름,seasoning,oil_fat,100,1.0,40.0,g,0.4,-0.916290731874155,4.605170185988092,0.698
A1237_LS_A0267,A1237,LS_A0267,습열,끓이기(삶기),된장,seasoning,,100,30.0,2400.0,g,0.8,-0.2231435513142097,4.605170185988092,0.6937
A1237_LS_A0267,A1237,LS_A0267,습열,끓이기(삶기),고춧가루,seasoning,,100,1.0,150.0,g,1.5,0.4054651081081644,4.605170185988092,0.6937
A1237_LS_A0267,A1237,LS_A0267,습열,끓이기(삶기),대파,sub,,100,5.0,500.0,g,1.0,0.0,4.605170185988092,0.6937
A1237_LS_A0267,A1237,LS_A0267,습열,끓이기(삶기),두부,sub,,100,30.0,3000.0,g,1.0,0.0,4.605170185988092,0.6937
A1237_LS_A0267,A1237,LS_A0267,습열,끓이기(삶기),마늘,seasoning,,100,1.0,150.0,g,1.5,0.4054651081081644,4.605170185988092,0.6937
A1237_LS_A0267,A1237,LS_A0267,습열,끓이기(삶기),생강,seasoning,,100,0.5,30.0,g,0.6,-0.5108256237659907,4.605170185988092,0.6937
A1237_LS_A0267,A1237,LS_A0267,습열,끓이기(삶기),양파,sub,,100,10.0,2000.0,g,2.0,0.6931471805599453,4.605170185988092,0.6937
A1237_LS_A0267,A1237,LS_A0267,습열,끓이기(삶기),풋고추,sub,,100,5.0,200.0,g,0.4,-0.916290731874155,4.605170185988092,0.6937
A1936_LS_A0457,A1936,LS_A0457,건열,굽기,달걀,main,,100,50.0,7500.0,g,1.5,0.4054651081081644,4.605170185988092,0.6932
A1936_LS_A0457,A1936,LS_A0457,건열,굽기,당근,sub,,100,5.0,1000.0,g,2.0,0.6931471805599453,4.605170185988092,0.6932
A1936_LS_A0457,A1936,LS_A0457,건열,굽기,양파,sub,,100,5.0,1000.0,g,2.0,0.6931471805599453,4.605170185988092,0.6932
A1951_LS_A0235,A1951,LS_A0235,습열,끓이기(삶기),마늘,seasoning,,100,1.0,300.0,g,3.0,1.0986122886681098,4.605170185988092,0.6903
A1951_LS_A0235,A1951,LS_A0235,습열,끓이기(삶기),대파,sub,,100,5.0,300.0,g,0.6,-0.5108256237659907,4.605170185988092,0.6903
A1951_LS_A0235,A1951,LS_A0235,습열,끓이기(삶기),멸치,sub,,100,2.0,600.0,g,3.0,1.0986122886681098,4.605170185988092,0.6903
A1951_LS_A0235,A1951,LS_A0235,습열,끓이기(삶기),된장,seasoning,,100,15.0,1500.0,g,1.0,0.0,4.605170185988092,0.6903
A1681_LS_A0113,A1681,LS_A0113,비가열,무치기,무,main,,300,30.0,24000.0,g,2.6666666666666665,0.9808292530117262,5.703782474656201,0.6893
A2000_LS_A0357,A2000,LS_A0357,비가열,절이기(담그기),마늘,seasoning,,100,1.0,140.0,g,1.4,0.3364722366212129,4.605170185988092,0.6884
A2000_LS_A0357,A2000,LS_A0357,비가열,절이기(담그기),설탕,seasoning,,100,1.0,100.0,g,1.0,0.0,4.605170185988092,0.6884
A2000_LS_A0357,A2000,LS_A0357,비가열,절이기(담그기),생강,seasoning,,100,0.5,50.0,g,1.0,0.0,4.605170185988092,0.6884
A2000_LS_A0357,A2000,LS_A0357,비가열,절이기(담그기),실파,sub,,100,5.0,200.0,g,0.4,-0.916290731874155,4.605170185988092,0.6884
A0697_LS_A0236,A0697,LS_A0236,습열,끓이기(삶기),물,sub,water_base,100,300.0,25000.0,g,0.8333333333333334,-0.1823215567939546,4.605170185988092,0.6856
A0697_LS_A0236,A0697,LS_A0236,습열,끓이기(삶기),생강즙,seasoning,,100,0.5,20.0,g,0.4,-0.916290731874155,4.605170185988092,0.6856
A0697_LS_A0236,A0697,LS_A0236,습열,끓이기(삶기),대파,sub,,100,10.0,300.0,g,0.3,-1.2039728043259361,4.605170185988092,0.6856
A0697_LS_A0236,A0697,LS_A0236,습열,끓이기(삶기),마늘,seasoning,,100,0.5,150.0,g,3.0,1.0986122886681098,4.605170185988092,0.6856
A0697_LS_A0236,A0697,LS_A0236,습열,끓이기(삶기),멸치,sub,,100,5.0,300.0,g,0.6,-0.5108256237659907,4.605170185988092,0.6856
A1784_LS_A0365,A1784,LS_A0365,비가열,무치기,참기름,seasoning,oil_fat,100,1.0,20.0,g,0.2,-1.6094379124341003,4.605170185988092,0.6846
A1784_LS_A0365,A1784,LS_A0365,비가열,무치기,마늘,seasoning,,100,1.0,300.0,g,3.0,1.0986122886681098,4.605170185988092,0.6846
A1737_LS_A0552,A1737,LS_A0552,습열,졸이기(조리기),양파,sub,,100,10.0,3000.0,g,3.0,1.0986122886681098,4.605170185988092,0.6846
A1737_LS_A0552,A1737,LS_A0552,습열,졸이기(조리기),미트볼,main,,100,60.0,12000.0,g,2.0,0.6931471805599453,4.605170185988092,0.6846
A2234_LS_A0412,A2234,LS_A0412,비가열,무치기,설탕,seasoning,,100,1.0,100.0,g,1.0,0.0,4.605170185988092,0.6843
A2234_LS_A0412,A2234,LS_A0412,비가열,무치기,참기름,seasoning,oil_fat,100,1.0,100.0,g,1.0,0.0,4.605170185988092,0.6843
A2234_LS_A0412,A2234,LS_A0412,비가열,무치기,마늘,seasoning,,100,1.0,200.0,g,2.0,0.6931471805599453,4.605170185988092,0.6843
A1502_LS_A0171,A1502,LS_A0171,건열,볶기,참깨,seasoning,,100,0.5,100.0,g,2.0,0.6931471805599453,4.605170185988092,0.6833
A1502_LS_A0171,A1502,LS_A0171,건열,볶기,당근,sub,,100,10.0,1000.0,g,1.0,0.0,4.605170185988092,0.6833
A1502_LS_A0171,A1502,LS_A0171,건열,볶기,마늘,seasoning,,100,1.0,150.0,g,1.5,0.4054651081081644,4.605170185988092,0.6833
A1502_LS_A0171,A1502,LS_A0171,건열,볶기,양파,sub,,100,20.0,2000.0,g,1.0,0.0,4.605170185988092,0.6833
A1502_LS_A0171,A1502,LS_A0171,건열,볶기,쌀,main,,100,90.0,10000.0,g,1.1111111111111112,0.10536051565782635,4.605170185988092,0.6833
A1543_LS_A0460,A1543,LS_A0460,건열,굽기,밀가루,sub,,100,5.0,500.0,g,1.0,0.0,4.605170185988092,0.6828
A1543_LS_A0460,A1543,LS_A0460,건열,굽기,식용유,sub,oil_fat,100,2.0,500.0,g,2.5,0.9162907318741551,4.605170185988092,0.6828
A1677_LS_A0532,A1677,LS_A0532,습열,끓이기(삶기),대파,sub,,100,3.0,400.0,g,1.3333333333333333,0.28768207245178085,4.605170185988092,0.6811
A1677_LS_A0532,A1677,LS_A0532,습열,끓이기(삶기),돼지고기,main,,100,100.0,24000.0,g,2.4,0.8754687373538999,4.605170185988092,0.6811
A1677_LS_A0532,A1677,LS_A0532,습열,끓이기(삶기),마늘,seasoning,,100,2.0,200.0,g,1.0,0.0,4.605170185988092,0.6811
A1677_LS_A0532,A1677,LS_A0532,습열,끓이기(삶기),된장,seasoning,,100,10.0,3000.0,g,3.0,1.0986122886681098,4.605170185988092,0.6811
A1677_LS_A0532,A1677,LS_A0532,습열,끓이기(삶기),후추,seasoning,,100,1.0,100.0,g,1.0,0.0,4.605170185988092,0.6811
A1677_LS_A0532,A1677,LS_A0532,습열,끓이기(삶기),생강,seasoning,,100,1.0,200.0,g,2.0,0.6931471805599453,4.605170185988092,0.6811
A2166_LS_A0036,A2166,LS_A0036,건열,볶기,고추장,seasoning,,100,10.0,1000.0,g,1.0,0.0,4.605170185988092,0.681
A2166_LS_A0036,A2166,LS_A0036,건열,볶기,돼지고기,main,,100,70.0,10000.0,g,1.4285714285714286,0.3566749439387324,4.605170185988092,0.681
A2166_LS_A0036,A2166,LS_A0036,건열,볶기,물엿,seasoning,,100,2.0,300.0,g,1.5,0.4054651081081644,4.605170185988092,0.681
A2166_LS_A0036,A2166,LS_A0036,건열,볶기,양파,sub,,100,10.0,2000.0,g,2.0,0.6931471805599453,4.605170185988092,0.681
A2084_LS_A0175,A2084,LS_A0175,건열,볶기,마늘,seasoning,,100,1.0,70.0,g,0.7,-0.35667494393873245,4.605170185988092,0.6806
A2084_LS_A0175,A2084,LS_A0175,건열,볶기,오징어,main,,100,50.0,7000.0,g,1.4,0.3364722366212129,4.605170185988092,0.6806
A2084_LS_A0175,A2084,LS_A0175,건열,볶기,양파,sub,,100,20.0,2000.0,g,1.0,0.0,4.605170185988092,0.6806
A2084_LS_A0175,A2084,LS_A0175,건열,볶기,양배추,sub,,100,30.0,1500.0,g,0.5,-0.6931471805599453,4.605170185988092,0.6806
A2084_LS_A0175,A2084,LS_A0175,건열,볶기,쌀,main,,100,90.0,10000.0,g,1.1111111111111112,0.10536051565782635,4.605170185988092,0.6806
A2084_LS_A0175,A2084,LS_A0175,건열,볶기,대파,sub,,100,5.0,200.0,g,0.4,-0.916290731874155,4.605170185988092,0.6806
A2084_LS_A0175,A2084,LS_A0175,건열,볶기,당근,sub,,100,10.0,1500.0,g,1.5,0.4054651081081644,4.605170185988092,0.6806
A1735_LS_A0420,A1735,LS_A0420,비가열,무치기,참기름,seasoning,oil_fat,100,1.0,200.0,g,2.0,0.6931471805599453,4.605170185988092,0.6797
A1735_LS_A0420,A1735,LS_A0420,비가열,무치기,마늘,seasoning,,100,1.0,100.0,g,1.0,0.0,4.605170185988092,0.6797
A0014_LS_A0229,A0014,LS_A0229,습열,끓이기(삶기),된장,seasoning,,100,7.0,1000.0,g,1.4285714285714286,0.3566749439387324,4.605170185988092,0.6795
A0014_LS_A0229,A0014,LS_A0229,습열,끓이기(삶기),배추,main,,100,120.0,7000.0,g,0.5833333333333334,-0.5389965007326869,4.605170185988092,0.6795
A1698_LS_A0425,A1698,LS_A0425,비가열,무치기,식초,seasoning,,100,5.0,400.0,g,0.8,-0.2231435513142097,4.605170185988092,0.6792
A1698_LS_A0425,A1698,LS_A0425,비가열,무치기,설탕,seasoning,,100,5.0,200.0,g,0.4,-0.916290731874155,4.605170185988092,0.6792
A2267_LS_A0066,A2267,LS_A0066,습열,끓이기,콩나물,main,water_base,100,40.0,5000.0,g,1.25,0.22314355131420976,4.605170185988092,0.6782
A2267_LS_A0066,A2267,LS_A0066,습열,끓이기,멸치,sub,,100,2.0,300.0,g,1.5,0.4054651081081644,4.605170185988092,0.6782
A2267_LS_A0066,A2267,LS_A0066,습열,끓이기,마늘,seasoning,,100,1.0,200.0,g,2.0,0.6931471805599453,4.605170185988092,0.6782
A1461_LS_A0079,A1461,LS_A0079,습열,끓이기,멸치,sub,,100,2.0,200.0,g,1.0,0.0,4.605170185988092,0.6782
A1461_LS_A0079,A1461,LS_A0079,습열,끓이기,대파,sub,,100,5.0,200.0,g,0.4,-0.916290731874155,4.605170185988092,0.6782
A2267_LS_A0066,A2267,LS_A0066,습열,끓이기,다시마,sub,,100,1.0,200.0,g,2.0,0.6931471805599453,4.605170185988092,0.6782
A2267_LS_A0066,A2267,LS_A0066,습열,끓이기,대파,sub,,100,5.0,200.0,g,0.4,-0.916290731874155,4.605170185988092,0.6782
A0040_LS_A0241,A0040,LS_A0241,습열,끓이기(삶기),감자,sub,,100,10.0,2000.0,g,2.0,0.6931471805599453,4.605170185988092,0.6774
A0040_LS_A0241,A0040,LS_A0241,습열,끓이기(삶기),양파,sub,,100,10.0,500.0,g,0.5,-0.6931471805599453,4.605170185988092,0.6774
A0040_LS_A0241,A0040,LS_A0241,습열,끓이기(삶기),물,sub,water_base,100,300.0,25000.0,g,0.8333333333333334,-0.1823215567939546,4.605170185988092,0.6774
